Titulo,Reclamação,Status,Data,Localidade
FATURAS, Sou cliente da Vivo tem uns 2 anos mais ou menos e quase todos os meses tenho problemas com as faturas que não chegam ... ,Não respondida,11/11/2019, Recife 
Cobrança indevida de fatura e bloqueio indevido por 14 dias, Que vergonha da falta de transparência da Vivo. Fomos [Editado pelo Reclame Aqui] e a Vivo teve a coragem de dizer que... ,Não respondida,11/11/2019, Santa Maria 
"POR FAVOR, NÃO CONTRATE A VIVO!!!"," Meu único único problema foi pedir um upgrade da internet. fiz a solicitação, contratei o serviço, combinei valor mens... ",Não respondida,11/11/2019, Porto Alegre 
Fiz uma recarga digital e não entrou, Fiz uma recarga sábado de manhã digital e não enteou ,Não respondida,11/11/2019, Constantina 
Instalação da internet interferiu na visualização das imagens das câmeras," Ao instalar a internet no estabelecimento, o sistema de câmeras parou de funcionar, tentamos entrar em contato várias ... ",Não respondida,11/11/2019, Guarulhos 
Demora na resolução," Possuimos um plano de pós pago VIVO empresa, estamos tentando migrar um celular da VIVO para o plano empresarial a sem... ",Não respondida,11/11/2019, Garibaldi 
cobrança indevida, estou recebendo umas ligações gravadas da vivo me cobrando uma fatura em aberto.Liguei para a mesma e me informaram qu... ,Não respondida,11/11/2019, Juiz de Fora 
Plano controle," Terça feira (05/11) contratei o pacote de 3,5 gb mais 2gb para rede social e netflix,desta forma utilizo muito a inter... ",Não respondida,11/11/2019, Mauá 
Cobrança indevida," Pedi o cancelamento do plano controle no valor de r$54,99 dia 28/09/19 e meu número 31 997516731 parou de funcionar.... ",Não respondida,11/11/2019, Contagem 
Não atendimento," Liguei hoje para fazer o cancelamento e me deixaram mais de 10 minutos na linha, aguardando o atendimento por funcioná... ",Não respondida,11/11/2019, Ribeirão Preto 
[Editado pelo Reclame Aqui], Eu liguei na empresa no dia 06 de agosto e solicitei cancelamento do combo internet + telefone porque é horrível. Me f... ,Não respondida,11/11/2019, São Paulo 
Cobranças indevida de pacote," Tenho créditos no celular para comprar pacote individual de 100 GB por dia que eu usar, porém a vivo manda mensagem di... ",Não respondida,11/11/2019, Japaraíba 
Cancelamento de Bônus de ligação ilimitada sem aviso pela operadora, Estava fazendo o Checagem de gastos do meu cartão de crédito quando me deparei com 3 cobranças altíssimas da VIVO com ... ,Não respondida,11/11/2019, Machado 
Cobrança indevida, Primeiramente a vivo me cobrou contas de agosto e setembro que estavam pagas. Me disseram que a linha estava bloqueada... ,Não respondida,11/11/2019, Salvador 
Falsa portabilidade," Sou da nextel e liguei para fazer a portabilidade para a vivo, enviei dados e a atendente disse que iriam me ligar par... ",Não respondida,11/11/2019, Rio de Janeiro 
Péssimo atendimento e não alteração para o plano que é oferecido no Site.," Hoje, dia 11/11/19, entrei em contato com a central de atendimento (celular) da vivo para realizar as seguintes situaç... ",Não respondida,11/11/2019, Rio de Janeiro 
10 Linhas E1 da empresa não funcionam constantemente a mais de 1 ano, 10 Linhas E1 da empresa não funcionam constantemente a mais de 1 ano. Nunca resolveram e nem ao menos abateram algum v... ,Não respondida,11/11/2019, São Paulo 
Cobrança indevida," Sou assinante do plano de celular individual Vivo Pós, com uma mensalidade de R$ 99.00. Quando adquiri o serviço estav... ",Não respondida,11/11/2019, Porto Alegre 
Fatura errada e mal atendimento.," Boa tarde!Estou revoltado com o atendimento da vivo, além de ficar horas e dias pra tentar resolver a ques... ",Não respondida,11/11/2019, São Paulo 
10 Linhas E1 da empresa não funcionam constantemente a mais de 1 ano, 10 Linhas E1 da empresa não funcionam constantemente a mais de 1 ano. Nunca resolveram e nem ao menos abateram algum v... ,Não respondida,11/11/2019, São Paulo 
Cobrança indevida," Sou assinante do plano de celular individual Vivo Pós, com uma mensalidade de R$ 99.00. Quando adquiri o serviço estav... ",Não respondida,11/11/2019, Porto Alegre 
Fatura errada e mal atendimento.," Boa tarde!Estou revoltado com o atendimento da vivo, além de ficar horas e dias pra tentar resolver a ques... ",Não respondida,11/11/2019, São Paulo 
Não quero receber contato da empresa, A Vivo tem me ligado constantemente pedindo para eu falar meus dados pessoais para que prossiga com um atendimento (qu... ,Não respondida,11/11/2019, Rio de Janeiro 
Cobrança indevida Plano Controle," Após mais de cinco anos, sempre pagando minha conta em dia, cancelei meu plano controle no dia 14/10/2019. Minha conta... ",Não respondida,11/11/2019, Cachoeiro de Itapemirim 
Estorno de cobranças, Gostaria de solicitar o estorno dos débitos gerados pela contratação do vivo fibra.Conforme pode ser anali... ,Não respondida,11/11/2019, Itajaí 
Cobrança indevida, A vivo nao respeita o consumidor... sem avisar eles aumentam o valor da conta. DIZEM QUE MANDAM MENSAGEM MAS A GENTE N... ,Não respondida,11/11/2019, Belo Horizonte 
Ligação não completam e caem toda hora.," A vivo hoje está insuportável em minha cidade com DDD 37, todas as ligações caem no meio da ligação, um absurdo. ",Não respondida,11/11/2019, Carmo do Cajuru 
Internet , Gostaria fe cancelar.. Péssimo atendimento.. Me informaram que teria q pagar uma conta que fazeriam o desbloqueio.. Fi... ,Não respondida,11/11/2019, Itaquaquecetuba 
Não consigo resolver meu problema com o atendente., Estou mega insatisfeita e com raiva da Vivo porque só hoje dia 11 de novembro de 2019 liguei 4 vezes e expliquei 4 vez... ,Não respondida,11/11/2019, Rio de Janeiro 
Não consigo resolver meu problema com o atendente., Estou mega insatisfeita e com raiva da Vivo porque só hoje dia 11 de novembro de 2019 liguei 4 vezes e expliquei 4 vez... ,Não respondida,11/11/2019, Rio de Janeiro 
Depois de 3 anos descubro que tenho conta em aberto, Achei que já tinha resolvido o problema quando sem querer descubro que a conta que eu achava que não teria mais dor de... ,Não respondida,11/11/2019, Rio de Janeiro 
Cobrança indevida," Olá, FUTTURA COMERCIO E IMPORTACAO LTDA,Esta á a confirmação do pedido de cancelamento do(s) serviço(s) Vivo,... ",Não respondida,11/11/2019, São Paulo 
Insatisfação ," Boa tarde!Tenho uma linha fixa comercial, que  o telefone para de funcionar sempre, está sem funcionar, hoje fiq... ",Não respondida,11/11/2019, Campinas 
Cobrança insistente sem ao menos ser cliente. Ausência de canal para reclamação," Não sou cliente VIVO, mas venho recebendo, de forma insistente, ligações da operadora em minha residência com o fim de... ",Não respondida,11/11/2019, Belém 
Cobrança indevida e abertura de Serasa contra a empresa.," A Vivo está alegando que a empresa COMEDIX COMERCIO DE COSMETICOS LTDA, cnpj: 05.315.782/0001-71, está com uma pendênc... ",Não respondida,11/11/2019, São Paulo 
Péssima tecnologia," Desde que mudei de operadora,passando para a Vivo,SEMPRE que chove,fico sem telefone.Parece que é tecnologia do ... ",Não respondida,11/11/2019, Rio de Janeiro 
Falta de crédito," Olá, fiz uma recarga de $15 no dia 09/11 que é o valor do meu plano de 15 dias, porem ate agora o saldo não apareceu e... ",Não respondida,11/11/2019, Araras 
Falsa afirmação sobre seguros de celulares," Ano passado contratei para meu celular novo um seguro de quebra, [Editado pelo Reclame Aqui] e furto. Eles me haviam v... ",Não respondida,11/11/2019, São Paulo 
Cobrança indevida, Eu fiz uma recarga de emergência pois precisava fazer uma ligação e fiz a ligação e após algumas horas fui debitada po... ,Não respondida,11/11/2019, Teresina 
Cobrança indevida," Recebo constantes email para quitação de débito, no entanto, não há débito pois todos já foram quitados.Já... ",Não respondida,11/11/2019, Joinville 
Enganação ao cliente," A um ano atrás fiz um plano com a vivo no valor de 54 reais hoje o mesmo está custando 67 reais, por condições e opção... ",Não respondida,11/11/2019, Jandira 
Absurdo - Descaso - Não funcionamento com cobrança," Desde jul/2019 nossa linha telefônica não tem serviço , apesar de todos os protocolos abertos e promessa de aparecer a... ",Não respondida,11/11/2019, São Paulo 
"Péssimo serviço, atendimento ainda pior", eu contratei um plano péssimo da vivo em julho. fui ate a loja e tenho contrato em mão. Reclamei que a internet é péss... ,Não respondida,11/11/2019, Juiz de Fora 
Não cumpriu o que foi acordado pelo próprio atedimento," RECLAMAÇÃO  VIVOVenho por meio desta, expor minha insatisfação com a empresa Vivo, que não valoriza o seu ... ",Não respondida,11/11/2019, Recife 
Propaganda enganosa e falta de respeito com o cliente," Bom dia!Tenho o serviço de telefonia fixa em minha residência e, também internet fixa, porém, a empresa vivo ven... ",Não respondida,11/11/2019, Itapecerica da Serra 
Cobrança indevida," Fiz contato após um reajuste de valor abusivo na tarifa, porém após  o contato me informaram que iriam baixar os valor... ",Não respondida,11/11/2019, São Paulo 
Renovação automática do contrato, Em maio desse ano venceu o meu contrato empresarial junto a vivo.Desde dezembro de 2018 estou entrando em contat... ,Não respondida,11/11/2019, Belo Horizonte 
RECARGA NÃO CAIU," Fiz uma recarga pelo aplicativo da Vivo dia 09/11/19 as 08:43h e ate agora não caiu no meu celular o valor da recarga,... ",Não respondida,11/11/2019, Araçatuba 
Cobrança Indevida," Já entrei em contato várias vezes solicitando o cancelamento, falam que o procedimento foi realiza e quando vou ver é ... ",Não respondida,11/11/2019, Rio de Janeiro 
Propaganda enganosa e falta de respeito com o cliente," Bom dia!Tenho o serviço de telefonia fixa em minha residência e, também internet fixa, porém, a empresa vivo ven... ",Não respondida,11/11/2019, Itapecerica da Serra 
Cobrança indevida," Fiz contato após um reajuste de valor abusivo na tarifa, porém após  o contato me informaram que iriam baixar os valor... ",Não respondida,11/11/2019, São Paulo 
Renovação automática do contrato, Em maio desse ano venceu o meu contrato empresarial junto a vivo.Desde dezembro de 2018 estou entrando em contat... ,Não respondida,11/11/2019, Belo Horizonte 
RECARGA NÃO CAIU," Fiz uma recarga pelo aplicativo da Vivo dia 09/11/19 as 08:43h e ate agora não caiu no meu celular o valor da recarga,... ",Não respondida,11/11/2019, Araçatuba 
Cobrança Indevida," Já entrei em contato várias vezes solicitando o cancelamento, falam que o procedimento foi realiza e quando vou ver é ... ",Não respondida,11/11/2019, Rio de Janeiro 
FATURAS, Sou cliente da Vivo tem uns 2 anos mais ou menos e quase todos os meses tenho problemas com as faturas que não chegam ... ,Não respondida,11/11/2019, Recife 
Cobrança indevida de fatura e bloqueio indevido por 14 dias, Que vergonha da falta de transparência da Vivo. Fomos [Editado pelo Reclame Aqui] e a Vivo teve a coragem de dizer que... ,Não respondida,11/11/2019, Santa Maria 
"POR FAVOR, NÃO CONTRATE A VIVO!!!"," Meu único único problema foi pedir um upgrade da internet. fiz a solicitação, contratei o serviço, combinei valor mens... ",Não respondida,11/11/2019, Porto Alegre 
Fiz uma recarga digital e não entrou, Fiz uma recarga sábado de manhã digital e não enteou ,Não respondida,11/11/2019, Constantina 
Instalação da internet interferiu na visualização das imagens das câmeras," Ao instalar a internet no estabelecimento, o sistema de câmeras parou de funcionar, tentamos entrar em contato várias ... ",Não respondida,11/11/2019, Guarulhos 
problama com a parte de som da tv," Os canais history e history 2, só emite som na língua inglesa. Não emite em português como os outros canais. ",Não respondida,14/11/2019, Guaratinguetá 
"Valor Indevido, Valor Abusivo.", Eu e minha mãe sempre fomos clientes da vivo.... Deixamos de ser clientes um bom tempo.. Resolvi dar uma chance esse a... ,Não respondida,14/11/2019, Rio de Janeiro 
multa não conduz com o contrato," Eu era usuário da antiga telemig celular que agora é vivo, fiz cancelamento da minha conta de telefone na época onde m... ",Não respondida,14/11/2019, Juiz de Fora 
Vivo empresas desrespeita valor acordado," Em 17.01.2019, após pagar muitas contas exorbitantes, negociamos um valor de 159,99 que hoje, ao olhar a fatura de ven... ",Não respondida,14/11/2019, Brasília 
NÃO AGUENTO MAIS FICAR SEM INTERNETTTTTTTTTTTTTTTTTTTTT," Estou sem internet e sem Wi-Fi a mais de uma semana. Ligo para a vivo, para pedir uma visita técnica e a merda do robô... ",Não respondida,14/11/2019, Guarulhos 
Mau atendimento," Entrei em contato com a operdora vivo para solucionar um problema de uma recarga, primeiro fiquei quase meia hora para... ",Não respondida,14/11/2019, Ourinhos 
Consumo de crédito indevido," Ativou uma antecipacao de credito que nao solicitei e consumiu minha recarga, nao renovando minha promoçao. Ao ligar p... ",Não respondida,14/11/2019, Caieiras 
VIVO A QUALIDADE DA INTERNET É UMA MERDA," A QUALIDADE DA INTERNET É UMA MERDA, VCS OFERECEM UM SERVIÇO TAL  QUE NÃO É CONFORME O QUE NÓS PAGAMOS. O SINAL É UMA ... ",Não respondida,14/11/2019, Rio de Janeiro 
A vivo não para de ligar, Há mais de 2 semana a Vivo me liga várias vezes por dia para oferecer internet residencial. Já atendi mais de 30 ligaç... ,Não respondida,14/11/2019, São Leopoldo 
Recadastramento, Tentei fazer o recadastramento do meu celular pré pago e não consegui por nenhum canal da vivo.  Mensagem não é enviad... ,Não respondida,14/11/2019, Duque de Caxias 
NÃO AGUENTO MAIS FICAR SEM INTERNETTTTTTTTTTTTTTTTTTTTT," Estou sem internet e sem Wi-Fi a mais de uma semana. Ligo para a vivo, para pedir uma visita técnica e a merda do robô... ",Não respondida,14/11/2019, Guarulhos 
